CustomerID,Segment,Country,Recency,Frequency,Monetary,AvgOrderValue,InterPurchaseStd,ProductDiversity,TenureDays,Z_Recency,Z_Frequency,Z_Monetary,DistToCentroid,DistToRival,NearestRival,BoundaryMargin,Silhouette,Cohesion,IsBorderline
17889,At Risk,United Kingdom,212,7,774.87,110.7,81.6,97,406,0.586,0.659,-0.126,0.698,1.732,Hibernating,0.287,0.441,Settled,0
17890,Hibernating,United Kingdom,323,2,602.09,301.04,,88,38,0.855,-0.555,-0.308,0.669,1.217,At Risk,0.355,0.341,Settled,0
17891,Hibernating,United Kingdom,162,1,203.86,203.86,,34,0,0.414,-1.057,-1.089,0.536,1.725,New Customers,0.237,0.525,Core,0
17892,New Customers,United Kingdom,56,3,244.1,81.37,48.5,27,99,-0.26,-0.199,-0.959,0.958,1.318,Hibernating,0.421,0.164,Borderline,1
17893,Hibernating,United Kingdom,225,1,112.25,112.25,,15,0,0.624,-1.057,-1.517,0.693,2.115,New Customers,0.247,0.567,Core,0
17894,Champions,United Kingdom,72,18,2452.96,136.28,43.2,214,397,-0.102,1.73,0.707,1.234,1.546,At Risk,0.444,0.072,Borderline,1
17895,Hibernating,United Kingdom,44,1,98.0,98.0,,15,0,-0.412,-1.057,-1.614,1.486,1.634,New Customers,0.476,0.085,Borderline,1
17896,New Customers,United Kingdom,23,1,256.32,256.32,,2,0,-0.815,-1.057,-0.924,1.016,1.704,Hibernating,0.374,0.307,Settled,0
17897,At Risk,United Kingdom,173,9,2538.15,282.02,66.3,210,403,0.456,0.935,0.731,0.714,1.811,Champions,0.283,0.482,Settled,0
17898,New Customers,United Kingdom,85,4,299.18,74.8,59.7,48,481,0.004,0.077,-0.812,1.125,1.286,Hibernating,0.467,0.058,Borderline,1
17899,Hibernating,United Kingdom,159,1,155.8,155.8,,29,0,0.402,-1.057,-1.282,0.639,1.819,New Customers,0.26,0.516,Core,0
17900,Hibernating,United Kingdom,190,2,112.2,56.1,,4,0,0.516,-0.555,-1.518,0.776,1.912,New Customers,0.289,0.486,Settled,0
17901,New Customers,United Kingdom,29,3,260.08,86.69,246.0,22,492,-0.672,-0.199,-0.913,0.712,1.685,Hibernating,0.297,0.396,Settled,0
17902,Hibernating,United Kingdom,547,1,216.4,216.4,,24,0,1.192,-1.057,-1.046,0.397,2.156,At Risk,0.156,0.662,Core,0
17903,Hibernating,United Kingdom,394,1,381.09,381.09,,44,0,0.982,-1.057,-0.638,0.345,1.82,At Risk,0.16,0.615,Core,0
17904,New Customers,United Kingdom,21,1,191.67,191.67,,33,0,-0.871,-1.057,-1.133,1.164,1.774,Hibernating,0.396,0.271,Settled,0
17905,At Risk,United Kingdom,71,13,2373.02,182.54,53.4,128,608,-0.11,1.352,0.683,1.2,1.239,Champions,0.492,0.098,Borderline,1
17906,Hibernating,United Kingdom,247,1,72.9,72.9,,12,0,0.683,-1.057,-1.826,0.963,2.353,New Customers,0.29,0.53,Core,0
17907,Hibernating,United Kingdom,641,1,291.76,291.76,,13,0,1.294,-1.057,-0.831,0.466,2.057,At Risk,0.185,0.632,Core,0
17908,At Risk,United Kingdom,374,5,1411.54,282.31,26.4,178,351,0.949,0.303,0.307,0.572,1.681,Hibernating,0.254,0.474,Settled,0
17909,Hibernating,United Kingdom,737,1,132.55,132.55,,8,0,1.383,-1.057,-1.398,0.735,2.481,At Risk,0.228,0.625,Core,0
17910,Hibernating,United Kingdom,726,1,261.7,261.7,,25,0,1.374,-1.057,-0.909,0.534,2.141,At Risk,0.2,0.628,Core,0
17911,New Customers,United Kingdom,9,1,366.23,366.23,,39,0,-1.377,-1.057,-0.667,0.991,2.275,Hibernating,0.303,0.455,Settled,0
17912,At Risk,United Kingdom,310,6,372.55,62.09,18.4,47,65,0.829,0.494,-0.654,1.191,1.379,Hibernating,0.463,0.097,Borderline,1
17913,Champions,United Kingdom,59,14,3475.44,248.25,73.0,223,677,-0.227,1.437,0.959,0.994,1.405,At Risk,0.414,0.124,Borderline,1
17914,New Customers,United Kingdom,4,1,336.43,336.43,,72,0,-1.822,-1.057,-0.728,1.293,2.712,Hibernating,0.323,0.451,Settled,0
17915,Hibernating,United Kingdom,551,1,242.13,242.13,,27,0,1.197,-1.057,-0.965,0.38,2.103,At Risk,0.153,0.658,Core,0
17916,Hibernating,United Kingdom,629,2,43.87,21.94,,15,104,1.282,-0.555,-2.187,1.381,2.894,At Risk,0.323,0.489,Settled,0
17917,New Customers,United Kingdom,45,3,341.28,113.76,52.5,77,317,-0.398,-0.199,-0.718,0.69,1.449,Hibernating,0.323,0.335,Settled,0
17918,Hibernating,United Kingdom,501,3,388.44,129.48,1.5,33,4,1.136,-0.199,-0.624,0.764,1.384,At Risk,0.356,0.341,Settled,0
17919,At Risk,United Kingdom,88,2,1840.32,920.16,,37,350,0.026,-0.555,0.499,0.923,1.204,New Customers,0.434,0.167,Borderline,1
17920,Champions,United Kingdom,4,54,24492.66,453.57,17.3,714,729,-1.822,3.046,2.37,1.943,4.03,At Risk,0.325,0.466,Settled,0
17921,At Risk,United Kingdom,64,10,2423.5,242.35,41.0,230,447,-0.176,1.053,0.698,0.987,1.259,Champions,0.439,0.211,Borderline,1
17922,Hibernating,United Kingdom,543,1,170.4,170.4,,8,0,1.188,-1.057,-1.218,0.483,2.275,At Risk,0.175,0.661,Core,0
17923,Hibernating,United Kingdom,282,3,497.0,165.67,114.0,2,262,0.768,-0.199,-0.446,0.812,1.075,At Risk,0.43,0.182,Borderline,1
17924,Champions,United Kingdom,12,8,3536.7,442.09,75.6,27,402,-1.209,0.805,0.971,0.832,1.677,New Customers,0.332,0.323,Settled,0
17925,Hibernating,United Kingdom,373,1,488.16,488.16,,1,0,0.947,-1.057,-0.459,0.49,1.71,At Risk,0.223,0.557,Core,0
17926,At Risk,United Kingdom,133,5,1035.49,207.1,82.0,27,446,0.288,0.303,0.084,0.365,1.364,New Customers,0.211,0.457,Settled,0
17927,Hibernating,United Kingdom,722,1,294.0,294.0,,10,0,1.37,-1.057,-0.825,0.536,2.088,At Risk,0.204,0.619,Core,0
17928,New Customers,United Kingdom,45,3,313.16,104.39,62.0,26,525,-0.398,-0.199,-0.78,0.734,1.442,Hibernating,0.337,0.315,Settled,0
17929,Champions,United Kingdom,11,12,3082.1,256.84,46.8,6,719,-1.26,1.26,0.872,0.573,1.958,New Customers,0.226,0.457,Settled,0
17930,Champions,United Kingdom,36,13,4275.22,328.86,40.9,39,609,-0.538,1.352,1.108,0.672,1.564,At Risk,0.3,0.314,Settled,0
17931,At Risk,United Kingdom,134,14,3437.29,245.52,44.1,274,527,0.293,1.437,0.951,1.262,1.486,Champions,0.459,0.175,Borderline,1
17932,New Customers,United Kingdom,29,3,1331.57,443.86,53.0,84,182,-0.672,-0.199,0.265,0.563,1.182,At Risk,0.323,0.293,Settled,0
17933,Hibernating,United Kingdom,632,1,105.99,105.99,,11,0,1.285,-1.057,-1.558,0.796,2.566,At Risk,0.237,0.621,Core,0
17934,New Customers,United Kingdom,52,3,1049.15,349.72,170.5,36,354,-0.307,-0.199,0.093,0.68,0.918,At Risk,0.426,0.118,Borderline,1
17935,At Risk,United Kingdom,138,7,683.24,97.61,101.5,59,596,0.312,0.659,-0.217,0.752,1.54,New Customers,0.328,0.381,Settled,0
17936,New Customers,United Kingdom,5,1,389.84,389.84,,68,0,-1.705,-1.057,-0.622,1.173,2.605,Hibernating,0.31,0.464,Settled,0
17937,Champions,United Kingdom,9,7,4301.22,614.46,45.9,19,353,-1.377,0.659,1.113,0.945,1.735,New Customers,0.353,0.293,Settled,0
17938,Hibernating,United Kingdom,420,1,144.29,144.29,,29,0,1.023,-1.057,-1.337,0.498,2.313,At Risk,0.177,0.66,Core,0
17939,Hibernating,United Kingdom,160,1,99.14,99.14,,12,0,0.406,-1.057,-1.606,0.869,2.024,New Customers,0.3,0.487,Settled,0
17940,Champions,United Kingdom,49,14,28475.98,2034.0,44.3,9,687,-0.344,1.437,2.479,1.376,2.458,At Risk,0.359,0.316,Settled,0
17941,At Risk,United Kingdom,131,4,1433.28,358.32,190.7,5,571,0.279,0.077,0.318,0.267,1.351,New Customers,0.165,0.471,Settled,0
17942,New Customers,United Kingdom,8,1,77.5,77.5,,2,0,-1.445,-1.057,-1.782,1.801,2.491,Hibernating,0.42,0.243,Borderline,1
17944,Hibernating,United Kingdom,423,1,75.41,75.41,,24,0,1.028,-1.057,-1.802,0.932,2.581,New Customers,0.265,0.584,Core,0
17945,Hibernating,United Kingdom,697,3,359.5,119.83,0.0,65,0,1.348,-0.199,-0.68,0.843,1.548,At Risk,0.352,0.361,Settled,0
17946,Hibernating,United Kingdom,233,2,149.58,74.79,,18,26,0.646,-0.555,-1.311,0.561,1.886,New Customers,0.229,0.55,Core,0
17947,New Customers,United Kingdom,37,1,176.68,176.68,,9,0,-0.521,-1.057,-1.192,1.264,1.441,Hibernating,0.467,0.086,Borderline,1
17948,Hibernating,United Kingdom,147,1,358.56,358.56,,1,0,0.352,-1.057,-0.682,0.602,1.515,New Customers,0.284,0.451,Settled,0
17949,Champions,United Kingdom,1,116,109147.48,940.93,9.3,56,736,-2.41,3.981,3.451,3.462,5.529,At Risk,0.385,0.358,Settled,0
17950,At Risk,United Kingdom,72,7,1432.81,204.69,95.1,133,631,-0.102,0.659,0.318,0.626,1.366,New Customers,0.314,0.379,Settled,0
17951,New Customers,United Kingdom,40,4,1636.08,409.02,139.7,24,364,-0.472,0.077,0.414,0.868,0.889,At Risk,0.494,-0.011,Borderline,1
17952,At Risk,United Kingdom,378,4,819.61,204.9,76.8,85,163,0.956,0.077,-0.085,0.796,1.247,Hibernating,0.39,0.245,Borderline,1
17953,Hibernating,United Kingdom,540,1,150.32,150.32,,19,0,1.184,-1.057,-1.308,0.544,2.34,At Risk,0.189,0.656,Core,0
17954,Champions,United Kingdom,5,19,3963.5,208.61,35.0,478,725,-1.705,1.794,1.054,0.696,2.6,New Customers,0.211,0.53,Core,0
17955,At Risk,United Kingdom,199,6,949.9,158.32,171.5,16,466,0.545,0.494,0.021,0.485,1.663,New Customers,0.226,0.493,Settled,0
17956,Hibernating,United Kingdom,249,1,12.75,12.75,,1,0,0.689,-1.057,-3.042,2.156,3.298,New Customers,0.395,0.339,Settled,0
17957,Hibernating,United Kingdom,66,1,110.72,110.72,,30,0,-0.157,-1.057,-1.527,1.223,1.657,New Customers,0.425,0.226,Borderline,1
17958,At Risk,United Kingdom,117,2,973.88,486.94,,35,611,0.207,-0.555,0.039,0.951,1.158,New Customers,0.451,0.116,Borderline,1
17959,Hibernating,United Kingdom,592,1,140.75,140.75,,2,0,1.243,-1.057,-1.355,0.614,2.396,At Risk,0.204,0.647,Core,0
17960,Hibernating,United Kingdom,171,3,135.08,45.03,116.0,37,470,0.449,-0.199,-1.384,0.925,1.76,New Customers,0.344,0.387,Settled,0
17961,Champions,United Kingdom,21,100,2995.54,29.96,7.5,486,717,-0.871,3.798,0.851,2.33,3.752,At Risk,0.383,0.323,Settled,0
17962,At Risk,United Kingdom,142,4,686.37,171.59,168.4,145,552,0.33,0.077,-0.213,0.684,1.277,New Customers,0.349,0.306,Settled,0
17963,At Risk,United Kingdom,471,4,651.51,162.88,49.9,98,217,1.097,0.077,-0.251,1.006,1.164,Hibernating,0.464,0.086,Borderline,1
17964,New Customers,United Kingdom,32,2,733.46,366.73,,84,340,-0.611,-0.555,-0.165,0.381,1.441,At Risk,0.209,0.437,Settled,0
17965,Champions,United Kingdom,38,29,7237.23,249.56,19.9,587,687,-0.504,2.296,1.489,0.993,2.436,At Risk,0.29,0.422,Settled,0
17966,Champions,United Kingdom,38,10,1974.42,197.44,98.3,82,652,-0.504,1.053,0.55,1.132,1.182,At Risk,0.489,-0.044,Borderline,1
17967,Hibernating,United Kingdom,372,2,357.29,178.64,,59,44,0.945,-0.555,-0.684,0.382,1.508,At Risk,0.202,0.529,Core,0
17968,At Risk,United Kingdom,374,4,888.04,222.01,54.5,106,138,0.949,0.077,-0.027,0.755,1.286,Hibernating,0.37,0.282,Settled,0
17969,At Risk,United Kingdom,166,20,2369.94,118.5,48.6,113,566,0.43,1.854,0.682,1.584,1.731,Champions,0.478,0.124,Borderline,1
17970,Hibernating,United Kingdom,211,1,582.59,582.59,,27,0,0.583,-1.057,-0.332,0.672,1.561,At Risk,0.301,0.447,Settled,0
17971,Hibernating,United Kingdom,548,1,161.94,161.94,,21,0,1.193,-1.057,-1.254,0.512,2.304,At Risk,0.182,0.659,Core,0
17972,Hibernating,United Kingdom,242,1,136.04,136.04,,30,0,0.67,-1.057,-1.379,0.555,2.07,New Customers,0.212,0.599,Core,0
17973,New Customers,United Kingdom,52,1,337.04,337.04,,15,0,-0.307,-1.057,-0.727,1.066,1.213,Hibernating,0.468,0.068,Borderline,1
17974,New Customers,United Kingdom,25,6,1858.06,309.68,75.2,279,382,-0.764,0.494,0.506,1.103,1.175,At Risk,0.484,0.024,Borderline,1
17975,Champions,United Kingdom,15,24,7025.53,292.73,14.9,242,475,-1.076,2.07,1.467,0.546,2.527,At Risk,0.178,0.534,Core,0
17976,Hibernating,United Kingdom,372,1,706.38,706.38,,56,0,0.945,-1.057,-0.193,0.74,1.586,At Risk,0.318,0.439,Settled,0
17977,New Customers,United Kingdom,29,2,1565.63,782.82,,94,370,-0.672,-0.555,0.382,0.708,1.359,At Risk,0.342,0.297,Settled,0
17978,At Risk,United Kingdom,365,4,1461.76,365.44,108.6,62,366,0.933,0.077,0.333,0.591,1.553,Hibernating,0.276,0.434,Settled,0
17979,New Customers,United Kingdom,36,4,754.31,188.58,55.5,115,224,-0.538,0.077,-0.145,0.528,1.115,At Risk,0.322,0.275,Settled,0
17980,At Risk,United Kingdom,166,4,1033.42,258.36,55.9,41,227,0.43,0.077,0.082,0.413,1.41,New Customers,0.226,0.451,Settled,0
17981,Hibernating,United Kingdom,411,1,239.12,239.12,,17,0,1.009,-1.057,-0.974,0.246,2.044,At Risk,0.108,0.668,Core,0
17982,Hibernating,United Kingdom,681,1,138.18,138.18,,13,0,1.333,-1.057,-1.368,0.68,2.439,At Risk,0.218,0.635,Core,0
17983,Hibernating,United Kingdom,395,1,171.71,171.71,,23,0,0.984,-1.057,-1.212,0.381,2.208,At Risk,0.147,0.668,Core,0
17984,At Risk,United Kingdom,145,5,1187.77,237.55,102.4,208,593,0.343,0.303,0.183,0.256,1.438,New Customers,0.151,0.499,Settled,0
17985,New Customers,United Kingdom,22,1,634.95,634.95,,20,0,-0.843,-1.057,-0.27,0.753,1.843,Hibernating,0.29,0.427,Settled,0
17986,Hibernating,United Kingdom,56,1,20.8,20.8,,1,0,-0.26,-1.057,-2.709,2.143,2.652,New Customers,0.447,0.188,Borderline,1
17987,At Risk,United Kingdom,185,5,1003.64,200.73,80.6,139,365,0.499,0.303,0.061,0.388,1.545,New Customers,0.201,0.491,Settled,0
17988,New Customers,United Kingdom,12,13,485.69,37.36,72.5,114,720,-1.209,1.352,-0.463,1.703,1.83,Champions,0.482,0.084,Borderline,1
17989,Hibernating,United Kingdom,379,1,228.83,228.83,,26,0,0.957,-1.057,-1.006,0.235,2.051,At Risk,0.103,0.668,Core,0
17990,At Risk,United Kingdom,237,6,1527.61,254.6,73.9,40,495,0.657,0.494,0.364,0.342,1.843,New Customers,0.157,0.566,Core,0
17991,Hibernating,United Kingdom,225,3,318.9,106.3,182.0,36,366,0.624,-0.199,-0.766,0.722,1.317,At Risk,0.354,0.325,Settled,0
17992,Hibernating,United Kingdom,389,1,254.13,254.13,,49,0,0.974,-1.057,-0.93,0.22,2.004,At Risk,0.099,0.664,Core,0
17993,Hibernating,United Kingdom,617,1,235.19,235.19,,60,0,1.269,-1.057,-0.986,0.446,2.145,At Risk,0.172,0.651,Core,0
17994,At Risk,United Kingdom,122,11,2307.32,209.76,33.1,226,499,0.233,1.161,0.662,0.914,1.578,Champions,0.367,0.354,Settled,0
17995,Hibernating,United Kingdom,282,3,495.48,165.16,48.0,28,105,0.768,-0.199,-0.449,0.811,1.077,At Risk,0.429,0.183,Borderline,1
17996,Hibernating,United Kingdom,380,3,469.73,156.58,83.5,62,166,0.959,-0.199,-0.487,0.786,1.188,At Risk,0.398,0.252,Settled,0
17997,At Risk,United Kingdom,74,8,1970.67,246.33,10.3,133,89,-0.084,0.805,0.549,0.71,1.514,Champions,0.319,0.414,Settled,0
17998,Hibernating,United Kingdom,380,3,639.24,213.08,178.0,57,358,0.959,-0.199,-0.265,0.923,1.025,At Risk,0.474,0.089,Borderline,1
17999,New Customers,United Kingdom,37,3,730.9,243.63,158.5,125,341,-0.521,-0.199,-0.168,0.39,1.197,At Risk,0.246,0.356,Settled,0
18000,Hibernating,United Kingdom,564,1,124.25,124.25,,6,0,1.212,-1.057,-1.444,0.666,2.453,At Risk,0.214,0.641,Core,0
18001,New Customers,United Kingdom,12,6,953.84,158.97,124.9,120,725,-1.209,0.494,0.024,0.902,1.664,At Risk,0.352,0.34,Settled,0
18002,Hibernating,United Kingdom,376,4,243.17,60.79,23.3,51,355,0.952,0.077,-0.962,0.944,1.519,At Risk,0.383,0.293,Settled,0
18003,Hibernating,United Kingdom,376,1,358.61,358.61,,23,0,0.952,-1.057,-0.682,0.304,1.837,At Risk,0.142,0.625,Core,0
18004,Hibernating,United Kingdom,362,1,169.47,169.47,,32,0,0.928,-1.057,-1.222,0.377,2.195,New Customers,0.147,0.666,Core,0
18005,New Customers,United Kingdom,4,2,249.72,124.86,,52,43,-1.822,-0.555,-0.943,1.193,2.717,Hibernating,0.305,0.48,Settled,0
18006,New Customers,United Kingdom,23,4,997.86,249.46,103.3,57,699,-0.815,0.077,0.057,0.492,1.282,At Risk,0.278,0.357,Settled,0
18007,Hibernating,United Kingdom,393,1,220.32,220.32,,46,0,0.981,-1.057,-1.033,0.257,2.077,At Risk,0.11,0.67,Core,0
18008,Champions,United Kingdom,70,23,19787.13,860.31,32.2,77,632,-0.119,2.019,2.216,1.414,2.535,At Risk,0.358,0.328,Settled,0
18009,At Risk,United Kingdom,235,8,2155.83,269.48,101.8,145,417,0.652,0.805,0.613,0.605,2.068,Champions,0.226,0.557,Core,0
18010,Hibernating,United Kingdom,257,1,174.8,174.8,,14,0,0.709,-1.057,-1.199,0.393,2.007,New Customers,0.164,0.627,Core,0
18011,Hibernating,United Kingdom,373,2,527.03,263.52,,63,194,0.947,-0.555,-0.404,0.589,1.314,At Risk,0.31,0.413,Settled,0
18012,Hibernating,United Kingdom,723,1,115.3,115.3,,13,0,1.371,-1.057,-1.498,0.798,2.551,At Risk,0.238,0.618,Core,0
18013,Hibernating,United Kingdom,155,2,187.29,93.65,,31,0,0.386,-0.555,-1.15,0.63,1.583,New Customers,0.285,0.453,Settled,0
18014,New Customers,United Kingdom,28,1,158.47,158.47,,28,0,-0.694,-1.057,-1.27,1.286,1.625,Hibernating,0.442,0.161,Borderline,1
18015,New Customers,United Kingdom,4,1,120.03,120.03,,46,0,-1.822,-1.057,-1.469,1.714,2.765,Hibernating,0.383,0.338,Settled,0
18016,At Risk,United Kingdom,32,7,1960.46,280.07,80.3,115,648,-0.611,0.659,0.545,1.073,1.277,New Customers,0.457,0.138,Borderline,1
18017,At Risk,United Kingdom,81,4,688.0,172.0,21.9,1,350,-0.027,0.077,-0.212,0.798,0.943,New Customers,0.458,0.113,Borderline,1
18018,Hibernating,United Kingdom,108,4,297.99,74.5,73.7,43,312,0.156,0.077,-0.815,1.187,1.25,New Customers,0.487,0.065,Borderline,1
18019,Hibernating,United Kingdom,52,1,38.45,38.45,,5,0,-0.307,-1.057,-2.28,1.827,2.247,New Customers,0.448,0.179,Borderline,1
18020,Hibernating,United Kingdom,544,1,190.48,190.48,,12,0,1.189,-1.057,-1.138,0.436,2.218,At Risk,0.164,0.663,Core,0
18021,Hibernating,United Kingdom,510,2,227.06,113.53,,32,2,1.147,-0.555,-1.011,0.423,1.837,At Risk,0.187,0.585,Core,0
18022,At Risk,United Kingdom,36,5,1651.16,330.23,137.3,305,510,-0.538,0.303,0.421,0.929,0.967,New Customers,0.49,0.047,Borderline,1
18024,Hibernating,United Kingdom,153,2,389.78,194.89,,21,0,0.378,-0.555,-0.622,0.65,1.344,New Customers,0.326,0.377,Settled,0
18025,At Risk,United Kingdom,380,6,1177.72,196.29,57.7,83,239,0.959,0.494,0.177,0.656,1.735,Hibernating,0.274,0.461,Settled,0
18026,At Risk,United Kingdom,501,2,2074.07,1037.04,,12,4,1.136,-0.555,0.585,1.137,1.541,Hibernating,0.425,0.182,Borderline,1
18027,Hibernating,United Kingdom,99,1,115.31,115.31,,21,0,0.1,-1.057,-1.498,0.998,1.765,New Customers,0.361,0.365,Settled,0
18028,Hibernating,United Kingdom,583,1,192.05,192.05,,4,0,1.233,-1.057,-1.132,0.466,2.231,At Risk,0.173,0.659,Core,0
18029,Hibernating,United Kingdom,642,1,433.77,433.77,,18,0,1.295,-1.057,-0.545,0.584,1.895,At Risk,0.236,0.571,Core,0
18030,New Customers,United Kingdom,4,2,230.65,115.32,,8,38,-1.822,-0.555,-1.0,1.228,2.719,Hibernating,0.311,0.47,Settled,0
18031,Hibernating,United Kingdom,379,1,462.1,462.1,,49,0,0.957,-1.057,-0.499,0.456,1.734,At Risk,0.208,0.572,Core,0
18032,Hibernating,United Kingdom,334,1,73.5,73.5,,5,0,0.876,-1.057,-1.82,0.938,2.482,New Customers,0.274,0.564,Core,0
18033,Hibernating,United Kingdom,65,1,97.97,97.97,,32,0,-0.166,-1.057,-1.615,1.278,1.722,New Customers,0.426,0.225,Borderline,1
18034,New Customers,United Kingdom,22,3,792.85,264.28,177.0,181,353,-0.843,-0.199,-0.109,0.178,1.434,At Risk,0.11,0.464,Settled,0
18035,New Customers,United Kingdom,36,5,1276.74,255.35,147.0,52,349,-0.538,0.303,0.235,0.85,0.95,At Risk,0.472,0.037,Borderline,1
18036,Champions,United Kingdom,32,11,1563.64,142.15,56.7,221,689,-0.611,1.161,0.381,1.168,1.329,At Risk,0.468,0.019,Borderline,1
18037,At Risk,United Kingdom,154,15,167.42,11.16,34.5,31,583,0.382,1.517,-1.23,2.068,2.431,New Customers,0.46,0.138,Borderline,1
18038,Hibernating,United Kingdom,556,1,149.41,149.41,,25,0,1.203,-1.057,-1.312,0.558,2.35,At Risk,0.192,0.654,Core,0
18039,At Risk,United Kingdom,374,4,579.17,144.79,56.6,137,266,0.949,0.077,-0.336,0.974,1.099,Hibernating,0.47,0.066,Borderline,1
18040,New Customers,United Kingdom,19,2,357.2,178.6,,18,226,-0.933,-0.555,-0.685,0.509,1.848,Hibernating,0.216,0.499,Settled,0
18041,Champions,United Kingdom,12,38,8752.38,230.33,13.7,464,683,-1.209,2.62,1.626,1.118,3.068,At Risk,0.267,0.505,Core,0
18042,New Customers,United Kingdom,54,2,281.15,140.57,,13,488,-0.283,-0.555,-0.857,0.897,1.201,Hibernating,0.427,0.146,Borderline,1
18043,New Customers,United Kingdom,25,3,875.97,291.99,11.0,106,342,-0.764,-0.199,-0.037,0.263,1.34,At Risk,0.164,0.428,Settled,0
18044,Champions,United Kingdom,4,18,3505.61,194.76,27.6,128,555,-1.822,1.73,0.965,0.815,2.545,New Customers,0.243,0.498,Settled,0
18045,New Customers,United Kingdom,45,1,189.4,189.4,,43,0,-0.398,-1.057,-1.142,1.269,1.312,Hibernating,0.492,0.012,Borderline,1
18046,Hibernating,United Kingdom,650,1,189.63,189.63,,26,0,1.303,-1.057,-1.141,0.525,2.264,At Risk,0.188,0.65,Core,0
18047,Hibernating,United Kingdom,381,2,342.69,171.34,,74,0,0.961,-0.555,-0.715,0.369,1.536,At Risk,0.194,0.539,Core,0
18048,Hibernating,United Kingdom,203,3,401.73,133.91,145.0,56,290,0.558,-0.199,-0.6,0.795,1.156,At Risk,0.408,0.224,Borderline,1
18049,Hibernating,United Kingdom,437,2,556.1,278.05,,81,153,1.049,-0.555,-0.365,0.642,1.336,At Risk,0.324,0.401,Settled,0
18050,Hibernating,United Kingdom,359,2,412.06,206.03,,22,33,0.923,-0.555,-0.582,0.446,1.424,At Risk,0.239,0.492,Settled,0
18051,At Risk,United Kingdom,634,7,2282.28,326.04,4.0,41,96,1.287,0.659,0.655,0.994,2.215,Hibernating,0.31,0.456,Settled,0
18052,At Risk,United Kingdom,565,1,10877.18,10877.18,,16,0,1.213,-1.057,1.783,2.077,2.714,Hibernating,0.433,0.201,Borderline,1
18053,New Customers,United Kingdom,71,3,571.07,190.36,226.5,29,456,-0.11,-0.199,-0.346,0.792,1.048,At Risk,0.43,0.129,Borderline,1
18054,Hibernating,United Kingdom,393,1,176.5,176.5,,11,0,0.981,-1.057,-1.192,0.364,2.193,At Risk,0.143,0.669,Core,0
18055,Champions,United Kingdom,7,14,11195.57,799.68,26.7,320,406,-1.521,1.437,1.804,0.601,2.617,At Risk,0.187,0.538,Core,0
18056,Hibernating,United Kingdom,288,2,554.6,277.3,,28,330,0.782,-0.555,-0.367,0.624,1.228,At Risk,0.337,0.362,Settled,0
18057,At Risk,United Kingdom,393,3,1182.39,394.13,62.5,120,297,0.981,-0.199,0.179,0.807,1.273,Hibernating,0.388,0.244,Borderline,1
18058,New Customers,United Kingdom,10,3,774.06,258.02,203.0,12,657,-1.316,-0.199,-0.127,0.457,1.862,At Risk,0.197,0.513,Core,0
18059,New Customers,United Kingdom,23,3,306.46,102.15,1.0,17,44,-0.815,-0.199,-0.795,0.566,1.79,At Risk,0.24,0.47,Settled,0
18060,At Risk,United Kingdom,408,2,1185.46,592.73,,74,156,1.005,-0.555,0.181,1.075,1.134,Hibernating,0.487,-0.001,Borderline,1
18061,Champions,United Kingdom,22,28,6488.97,231.75,14.7,30,713,-0.843,2.254,1.41,0.774,2.516,At Risk,0.235,0.488,Settled,0
18062,At Risk,United Kingdom,173,6,1632.67,272.11,60.9,46,424,0.456,0.494,0.413,0.215,1.696,New Customers,0.112,0.56,Core,0
18063,Hibernating,United Kingdom,391,2,186.6,93.3,,2,242,0.977,-0.555,-1.152,0.408,1.891,At Risk,0.177,0.593,Core,0
18064,At Risk,United Kingdom,133,11,4495.03,408.64,60.0,53,543,0.288,1.161,1.145,1.129,1.486,Champions,0.432,0.234,Borderline,1
18065,Champions,United Kingdom,6,28,5846.63,208.81,30.7,192,724,-1.606,2.254,1.335,0.858,2.942,At Risk,0.226,0.542,Core,0
18066,At Risk,United Kingdom,75,3,1440.4,480.13,141.0,37,340,-0.076,-0.199,0.322,0.685,0.996,New Customers,0.408,0.192,Borderline,1
18067,New Customers,United Kingdom,40,1,396.33,396.33,,36,0,-0.472,-1.057,-0.61,0.934,1.394,Hibernating,0.401,0.223,Borderline,1
18068,Hibernating,United Kingdom,289,1,101.7,101.7,,1,0,0.784,-1.057,-1.588,0.719,2.273,New Customers,0.24,0.593,Core,0
18069,Champions,United Kingdom,26,11,4524.66,411.33,28.8,601,622,-0.74,1.161,1.149,0.583,1.597,At Risk,0.268,0.356,Settled,0
18070,Hibernating,United Kingdom,669,1,314.1,314.1,,9,0,1.321,-1.057,-0.777,0.501,2.037,At Risk,0.197,0.62,Core,0
18071,At Risk,United Kingdom,258,6,1428.63,238.1,89.5,52,477,0.711,0.494,0.316,0.398,1.83,Hibernating,0.178,0.548,Core,0
18072,Hibernating,United Kingdom,186,1,247.44,247.44,,18,0,0.502,-1.057,-0.949,0.425,1.731,New Customers,0.197,0.559,Core,0
18073,At Risk,United Kingdom,114,12,3877.52,323.13,5.6,23,82,0.19,1.26,1.038,1.16,1.389,Champions,0.455,0.184,Borderline,1
18074,At Risk,United Kingdom,374,2,1509.04,754.52,,37,131,0.949,-0.555,0.356,1.016,1.297,Hibernating,0.439,0.129,Borderline,1
18075,Champions,United Kingdom,23,20,5783.29,289.16,17.1,180,475,-0.815,1.854,1.327,0.449,2.168,At Risk,0.172,0.492,Settled,0
